Sub,decodingModel,all.roi,feature_decoded,decAcc,attCond,WasLocAtt,WasFeaAtt,CalibrationType,feedbackGiven,Age
7,2v3,IFJ,C,31.25,uLuF,0,0,0,0,22
8,2v3,IFJ,C,93.75,uLuF,0,0,0,0,24
9,2v3,IFJ,C,56.25,uLuF,0,0,0,0,23
10,2v3,IFJ,C,43.75,uLuF,0,0,0,0,33
11,2v3,IFJ,C,37.5,uLuF,0,0,0,0,21
12,2v3,IFJ,C,50,uLuF,0,0,0,0,28
13,2v3,IFJ,C,25,uLuF,0,0,0,1,25
14,2v3,IFJ,C,18.75,uLuF,0,0,0,1,30
15,2v3,IFJ,C,50,uLuF,0,0,0,1,22
16,2v3,IFJ,C,68.75,uLuF,0,0,0,1,33
17,2v3,IFJ,C,37.5,uLuF,0,0,0,1,28
18,2v3,IFJ,C,75,uLuF,0,0,1,0,34
19,2v3,IFJ,C,56.25,uLuF,0,0,1,0,29
20,2v3,IFJ,C,75,uLuF,0,0,1,0,24
21,2v3,IFJ,C,81.25,uLuF,0,0,1,0,29
22,2v3,IFJ,C,68.75,uLuF,0,0,1,0,25
23,2v3,IFJ,C,50,uLuF,0,0,1,0,35
24,2v3,IFJ,C,37.5,uLuF,0,0,1,0,32
25,2v3,IFJ,C,31.25,uLuF,0,0,1,0,23
26,2v3,IFJ,C,31.25,uLuF,0,0,1,0,31
27,2v3,IFJ,C,31.25,uLuF,0,0,1,0,31
28,2v3,IFJ,C,18.75,uLuF,0,0,1,0,29
29,2v3,IFJ,C,56.25,uLuF,0,0,1,0,25
30,2v3,IFJ,C,25,uLuF,0,0,1,0,21
1,2v3,ACC,C,50,uLuF,0,0,0,0,30
2,2v3,ACC,C,50,uLuF,0,0,0,0,30
3,2v3,ACC,C,50,uLuF,0,0,0,0,24
4,2v3,ACC,C,75,uLuF,0,0,0,0,24
5,2v3,ACC,C,50,uLuF,0,0,0,0,28
6,2v3,ACC,C,25,uLuF,0,0,0,0,23
7,2v3,ACC,C,37.5,uLuF,0,0,0,0,22
8,2v3,ACC,C,87.5,uLuF,0,0,0,0,24
9,2v3,ACC,C,37.5,uLuF,0,0,0,0,23
10,2v3,ACC,C,62.5,uLuF,0,0,0,0,33
11,2v3,ACC,C,12.5,uLuF,0,0,0,0,21
12,2v3,ACC,C,12.5,uLuF,0,0,0,0,28
13,2v3,ACC,C,25,uLuF,0,0,0,1,25
14,2v3,ACC,C,25,uLuF,0,0,0,1,30
15,2v3,ACC,C,37.5,uLuF,0,0,0,1,22
16,2v3,ACC,C,62.5,uLuF,0,0,0,1,33
17,2v3,ACC,C,50,uLuF,0,0,0,1,28
18,2v3,ACC,C,75,uLuF,0,0,1,0,34
19,2v3,ACC,C,62.5,uLuF,0,0,1,0,29
20,2v3,ACC,C,75,uLuF,0,0,1,0,24
21,2v3,ACC,C,50,uLuF,0,0,1,0,29
22,2v3,ACC,C,75,uLuF,0,0,1,0,25
23,2v3,ACC,C,37.5,uLuF,0,0,1,0,35
24,2v3,ACC,C,25,uLuF,0,0,1,0,32
25,2v3,ACC,C,12.5,uLuF,0,0,1,0,23
26,2v3,ACC,C,25,uLuF,0,0,1,0,31
27,2v3,ACC,C,25,uLuF,0,0,1,0,31
28,2v3,ACC,C,12.5,uLuF,0,0,1,0,29
29,2v3,ACC,C,50,uLuF,0,0,1,0,25
30,2v3,ACC,C,25,uLuF,0,0,1,0,21
1,2v3,PM,C,43.75,uLuF,0,0,0,0,30
2,2v3,PM,C,62.5,uLuF,0,0,0,0,30
3,2v3,PM,C,56.25,uLuF,0,0,0,0,24
4,2v3,PM,C,81.25,uLuF,0,0,0,0,24
5,2v3,PM,C,50,uLuF,0,0,0,0,28
6,2v3,PM,C,25,uLuF,0,0,0,0,23
7,2v3,PM,C,68.75,uLuF,0,0,0,0,22
8,2v3,PM,C,81.25,uLuF,0,0,0,0,24
9,2v3,PM,C,37.5,uLuF,0,0,0,0,23
10,2v3,PM,C,37.5,uLuF,0,0,0,0,33
11,2v3,PM,C,25,uLuF,0,0,0,0,21
12,2v3,PM,C,18.75,uLuF,0,0,0,0,28
13,2v3,PM,C,25,uLuF,0,0,0,1,25
14,2v3,PM,C,18.75,uLuF,0,0,0,1,30
15,2v3,PM,C,56.25,uLuF,0,0,0,1,22
16,2v3,PM,C,56.25,uLuF,0,0,0,1,33
17,2v3,PM,C,56.25,uLuF,0,0,0,1,28
18,2v3,PM,C,56.25,uLuF,0,0,1,0,34
19,2v3,PM,C,62.5,uLuF,0,0,1,0,29
20,2v3,PM,C,68.75,uLuF,0,0,1,0,24
21,2v3,PM,C,31.25,uLuF,0,0,1,0,29
22,2v3,PM,C,56.25,uLuF,0,0,1,0,25
23,2v3,PM,C,62.5,uLuF,0,0,1,0,35
24,2v3,PM,C,12.5,uLuF,0,0,1,0,32
25,2v3,PM,C,12.5,uLuF,0,0,1,0,23
26,2v3,PM,C,37.5,uLuF,0,0,1,0,31
27,2v3,PM,C,31.25,uLuF,0,0,1,0,31
28,2v3,PM,C,31.25,uLuF,0,0,1,0,29
29,2v3,PM,C,43.75,uLuF,0,0,1,0,25
30,2v3,PM,C,31.25,uLuF,0,0,1,0,21
1,2v3,aIFS,C,56.25,uLuF,0,0,0,0,30
2,2v3,aIFS,C,50,uLuF,0,0,0,0,30
3,2v3,aIFS,C,50,uLuF,0,0,0,0,24
4,2v3,aIFS,C,87.5,uLuF,0,0,0,0,24
5,2v3,aIFS,C,68.75,uLuF,0,0,0,0,28
6,2v3,aIFS,C,56.25,uLuF,0,0,0,0,23
7,2v3,aIFS,C,81.25,uLuF,0,0,0,0,22
8,2v3,aIFS,C,37.5,uLuF,0,0,0,0,24
9,2v3,aIFS,C,43.75,uLuF,0,0,0,0,23
10,2v3,aIFS,C,31.25,uLuF,0,0,0,0,33
11,2v3,aIFS,C,37.5,uLuF,0,0,0,0,21
12,2v3,aIFS,C,68.75,uLuF,0,0,0,0,28
13,2v3,aIFS,C,43.75,uLuF,0,0,0,1,25
14,2v3,aIFS,C,50,uLuF,0,0,0,1,30
15,2v3,aIFS,C,62.5,uLuF,0,0,0,1,22
16,2v3,aIFS,C,43.75,uLuF,0,0,0,1,33
17,2v3,aIFS,C,43.75,uLuF,0,0,0,1,28
18,2v3,aIFS,C,62.5,uLuF,0,0,1,0,34
19,2v3,aIFS,C,56.25,uLuF,0,0,1,0,29
20,2v3,aIFS,C,50,uLuF,0,0,1,0,24
21,2v3,aIFS,C,50,uLuF,0,0,1,0,29
22,2v3,aIFS,C,62.5,uLuF,0,0,1,0,25
23,2v3,aIFS,C,43.75,uLuF,0,0,1,0,35
24,2v3,aIFS,C,50,uLuF,0,0,1,0,32
25,2v3,aIFS,C,0,uLuF,0,0,1,0,23
26,2v3,aIFS,C,25,uLuF,0,0,1,0,31
27,2v3,aIFS,C,37.5,uLuF,0,0,1,0,31
28,2v3,aIFS,C,56.25,uLuF,0,0,1,0,29
29,2v3,aIFS,C,56.25,uLuF,0,0,1,0,25
30,2v3,aIFS,C,43.75,uLuF,0,0,1,0,21
1,2v3,pIFS,C,62.5,uLuF,0,0,0,0,30
2,2v3,pIFS,C,87.5,uLuF,0,0,0,0,30
3,2v3,pIFS,C,31.25,uLuF,0,0,0,0,24
4,2v3,pIFS,C,87.5,uLuF,0,0,0,0,24
5,2v3,pIFS,C,56.25,uLuF,0,0,0,0,28
6,2v3,pIFS,C,68.75,uLuF,0,0,0,0,23
7,2v3,pIFS,C,75,uLuF,0,0,0,0,22
8,2v3,pIFS,C,31.25,uLuF,0,0,0,0,24
9,2v3,pIFS,C,31.25,uLuF,0,0,0,0,23
10,2v3,pIFS,C,31.25,uLuF,0,0,0,0,33
11,2v3,pIFS,C,31.25,uLuF,0,0,0,0,21
12,2v3,pIFS,C,18.75,uLuF,0,0,0,0,28
13,2v3,pIFS,C,43.75,uLuF,0,0,0,1,25
14,2v3,pIFS,C,50,uLuF,0,0,0,1,30
15,2v3,pIFS,C,37.5,uLuF,0,0,0,1,22
16,2v3,pIFS,C,75,uLuF,0,0,0,1,33
17,2v3,pIFS,C,50,uLuF,0,0,0,1,28
18,2v3,pIFS,C,37.5,uLuF,0,0,1,0,34
19,2v3,pIFS,C,50,uLuF,0,0,1,0,29
20,2v3,pIFS,C,68.75,uLuF,0,0,1,0,24
21,2v3,pIFS,C,50,uLuF,0,0,1,0,29
22,2v3,pIFS,C,50,uLuF,0,0,1,0,25
23,2v3,pIFS,C,43.75,uLuF,0,0,1,0,35
24,2v3,pIFS,C,18.75,uLuF,0,0,1,0,32
25,2v3,pIFS,C,18.75,uLuF,0,0,1,0,23
26,2v3,pIFS,C,43.75,uLuF,0,0,1,0,31
27,2v3,pIFS,C,50,uLuF,0,0,1,0,31
28,2v3,pIFS,C,31.25,uLuF,0,0,1,0,29
29,2v3,pIFS,C,56.25,uLuF,0,0,1,0,25
30,2v3,pIFS,C,12.5,uLuF,0,0,1,0,21
1,1v2,IPS,S,43.75,uLuF,0,0,0,0,30
2,1v2,IPS,S,68.75,uLuF,0,0,0,0,30
3,1v2,IPS,S,93.75,uLuF,0,0,0,0,24
4,1v2,IPS,S,43.75,uLuF,0,0,0,0,24
5,1v2,IPS,S,50,uLuF,0,0,0,0,28
6,1v2,IPS,S,37.5,uLuF,0,0,0,0,23
7,1v2,IPS,S,0,uLuF,0,0,0,0,22
8,1v2,IPS,S,56.25,uLuF,0,0,0,0,24
9,1v2,IPS,S,25,uLuF,0,0,0,0,23
10,1v2,IPS,S,87.5,uLuF,0,0,0,0,33
11,1v2,IPS,S,50,uLuF,0,0,0,0,21
12,1v2,IPS,S,56.25,uLuF,0,0,0,0,28
13,1v2,IPS,S,43.75,uLuF,0,0,0,1,25
14,1v2,IPS,S,68.75,uLuF,0,0,0,1,30
15,1v2,IPS,S,68.75,uLuF,0,0,0,1,22
16,1v2,IPS,S,56.25,uLuF,0,0,0,1,33
17,1v2,IPS,S,43.75,uLuF,0,0,0,1,28
18,1v2,IPS,S,68.75,uLuF,0,0,1,0,34
19,1v2,IPS,S,31.25,uLuF,0,0,1,0,29
20,1v2,IPS,S,100,uLuF,0,0,1,0,24
21,1v2,IPS,S,87.5,uLuF,0,0,1,0,29
22,1v2,IPS,S,43.75,uLuF,0,0,1,0,25
23,1v2,IPS,S,81.25,uLuF,0,0,1,0,35
24,1v2,IPS,S,56.25,uLuF,0,0,1,0,32
25,1v2,IPS,S,25,uLuF,0,0,1,0,23
26,1v2,IPS,S,68.75,uLuF,0,0,1,0,31
27,1v2,IPS,S,75,uLuF,0,0,1,0,31
28,1v2,IPS,S,75,uLuF,0,0,1,0,29
29,1v2,IPS,S,18.75,uLuF,0,0,1,0,25
30,1v2,IPS,S,43.75,uLuF,0,0,1,0,21
1,1v2,AIFO,S,43.75,uLuF,0,0,0,0,30
2,1v2,AIFO,S,81.25,uLuF,0,0,0,0,30
3,1v2,AIFO,S,75,uLuF,0,0,0,0,24
4,1v2,AIFO,S,43.75,uLuF,0,0,0,0,24
5,1v2,AIFO,S,87.5,uLuF,0,0,0,0,28
6,1v2,AIFO,S,62.5,uLuF,0,0,0,0,23
7,1v2,AIFO,S,31.25,uLuF,0,0,0,0,22
8,1v2,AIFO,S,43.75,uLuF,0,0,0,0,24
9,1v2,AIFO,S,43.75,uLuF,0,0,0,0,23
10,1v2,AIFO,S,75,uLuF,0,0,0,0,33
11,1v2,AIFO,S,68.75,uLuF,0,0,0,0,21
12,1v2,AIFO,S,43.75,uLuF,0,0,0,0,28
13,1v2,AIFO,S,12.5,uLuF,0,0,0,1,25
14,1v2,AIFO,S,87.5,uLuF,0,0,0,1,30
15,1v2,AIFO,S,81.25,uLuF,0,0,0,1,22
16,1v2,AIFO,S,37.5,uLuF,0,0,0,1,33
17,1v2,AIFO,S,37.5,uLuF,0,0,0,1,28
18,1v2,AIFO,S,62.5,uLuF,0,0,1,0,34
19,1v2,AIFO,S,68.75,uLuF,0,0,1,0,29
20,1v2,AIFO,S,100,uLuF,0,0,1,0,24
21,1v2,AIFO,S,62.5,uLuF,0,0,1,0,29
22,1v2,AIFO,S,25,uLuF,0,0,1,0,25
23,1v2,AIFO,S,62.5,uLuF,0,0,1,0,35
24,1v2,AIFO,S,68.75,uLuF,0,0,1,0,32
25,1v2,AIFO,S,43.75,uLuF,0,0,1,0,23
26,1v2,AIFO,S,37.5,uLuF,0,0,1,0,31
27,1v2,AIFO,S,75,uLuF,0,0,1,0,31
28,1v2,AIFO,S,31.25,uLuF,0,0,1,0,29
29,1v2,AIFO,S,31.25,uLuF,0,0,1,0,25
30,1v2,AIFO,S,62.5,uLuF,0,0,1,0,21
1,1v2,IFJ,S,62.5,uLuF,0,0,0,0,30
2,1v2,IFJ,S,68.75,uLuF,0,0,0,0,30
3,1v2,IFJ,S,81.25,uLuF,0,0,0,0,24
4,1v2,IFJ,S,50,uLuF,0,0,0,0,24
5,1v2,IFJ,S,37.5,uLuF,0,0,0,0,28
6,1v2,IFJ,S,56.25,uLuF,0,0,0,0,23
7,1v2,IFJ,S,18.75,uLuF,0,0,0,0,22
8,1v2,IFJ,S,62.5,uLuF,0,0,0,0,24
9,1v2,IFJ,S,50,uLuF,0,0,0,0,23
10,1v2,IFJ,S,87.5,uLuF,0,0,0,0,33
11,1v2,IFJ,S,68.75,uLuF,0,0,0,0,21
12,1v2,IFJ,S,37.5,uLuF,0,0,0,0,28
13,1v2,IFJ,S,12.5,uLuF,0,0,0,1,25
14,1v2,IFJ,S,56.25,uLuF,0,0,0,1,30
15,1v2,IFJ,S,50,uLuF,0,0,0,1,22
16,1v2,IFJ,S,68.75,uLuF,0,0,0,1,33
17,1v2,IFJ,S,25,uLuF,0,0,0,1,28
18,1v2,IFJ,S,62.5,uLuF,0,0,1,0,34
19,1v2,IFJ,S,25,uLuF,0,0,1,0,29
20,1v2,IFJ,S,100,uLuF,0,0,1,0,24
21,1v2,IFJ,S,62.5,uLuF,0,0,1,0,29
22,1v2,IFJ,S,37.5,uLuF,0,0,1,0,25
23,1v2,IFJ,S,75,uLuF,0,0,1,0,35
24,1v2,IFJ,S,56.25,uLuF,0,0,1,0,32
25,1v2,IFJ,S,37.5,uLuF,0,0,1,0,23
26,1v2,IFJ,S,62.5,uLuF,0,0,1,0,31
27,1v2,IFJ,S,75,uLuF,0,0,1,0,31
28,1v2,IFJ,S,43.75,uLuF,0,0,1,0,29
29,1v2,IFJ,S,6.25,uLuF,0,0,1,0,25
30,1v2,IFJ,S,75,uLuF,0,0,1,0,21
1,1v2,ACC,S,62.5,uLuF,0,0,0,0,30
2,1v2,ACC,S,75,uLuF,0,0,0,0,30
3,1v2,ACC,S,62.5,uLuF,0,0,0,0,24
4,1v2,ACC,S,25,uLuF,0,0,0,0,24
5,1v2,ACC,S,50,uLuF,0,0,0,0,28
6,1v2,ACC,S,50,uLuF,0,0,0,0,23
7,1v2,ACC,S,0,uLuF,0,0,0,0,22
8,1v2,ACC,S,37.5,uLuF,0,0,0,0,24
9,1v2,ACC,S,62.5,uLuF,0,0,0,0,23
10,1v2,ACC,S,87.5,uLuF,0,0,0,0,33
11,1v2,ACC,S,50,uLuF,0,0,0,0,21
12,1v2,ACC,S,75,uLuF,0,0,0,0,28
13,1v2,ACC,S,37.5,uLuF,0,0,0,1,25
14,1v2,ACC,S,87.5,uLuF,0,0,0,1,30
15,1v2,ACC,S,62.5,uLuF,0,0,0,1,22
16,1v2,ACC,S,37.5,uLuF,0,0,0,1,33
17,1v2,ACC,S,12.5,uLuF,0,0,0,1,28
18,1v2,ACC,S,87.5,uLuF,0,0,1,0,34
19,1v2,ACC,S,25,uLuF,0,0,1,0,29
20,1v2,ACC,S,100,uLuF,0,0,1,0,24
21,1v2,ACC,S,75,uLuF,0,0,1,0,29
22,1v2,ACC,S,37.5,uLuF,0,0,1,0,25
23,1v2,ACC,S,75,uLuF,0,0,1,0,35
24,1v2,ACC,S,50,uLuF,0,0,1,0,32
25,1v2,ACC,S,87.5,uLuF,0,0,1,0,23
26,1v2,ACC,S,37.5,uLuF,0,0,1,0,31
27,1v2,ACC,S,62.5,uLuF,0,0,1,0,31
28,1v2,ACC,S,62.5,uLuF,0,0,1,0,29
29,1v2,ACC,S,12.5,uLuF,0,0,1,0,25
30,1v2,ACC,S,75,uLuF,0,0,1,0,21
1,1v2,PM,S,25,uLuF,0,0,0,0,30
2,1v2,PM,S,68.75,uLuF,0,0,0,0,30
3,1v2,PM,S,81.25,uLuF,0,0,0,0,24
4,1v2,PM,S,43.75,uLuF,0,0,0,0,24
5,1v2,PM,S,25,uLuF,0,0,0,0,28
6,1v2,PM,S,68.75,uLuF,0,0,0,0,23
7,1v2,PM,S,25,uLuF,0,0,0,0,22
8,1v2,PM,S,37.5,uLuF,0,0,0,0,24
9,1v2,PM,S,56.25,uLuF,0,0,0,0,23
10,1v2,PM,S,87.5,uLuF,0,0,0,0,33
11,1v2,PM,S,50,uLuF,0,0,0,0,21
12,1v2,PM,S,62.5,uLuF,0,0,0,0,28
13,1v2,PM,S,31.25,uLuF,0,0,0,1,25
14,1v2,PM,S,56.25,uLuF,0,0,0,1,30
15,1v2,PM,S,62.5,uLuF,0,0,0,1,22
16,1v2,PM,S,75,uLuF,0,0,0,1,33
17,1v2,PM,S,37.5,uLuF,0,0,0,1,28
18,1v2,PM,S,75,uLuF,0,0,1,0,34
19,1v2,PM,S,18.75,uLuF,0,0,1,0,29
20,1v2,PM,S,93.75,uLuF,0,0,1,0,24
21,1v2,PM,S,50,uLuF,0,0,1,0,29
22,1v2,PM,S,37.5,uLuF,0,0,1,0,25
23,1v2,PM,S,68.75,uLuF,0,0,1,0,35
24,1v2,PM,S,62.5,uLuF,0,0,1,0,32
25,1v2,PM,S,62.5,uLuF,0,0,1,0,23
26,1v2,PM,S,56.25,uLuF,0,0,1,0,31
27,1v2,PM,S,56.25,uLuF,0,0,1,0,31
28,1v2,PM,S,81.25,uLuF,0,0,1,0,29
29,1v2,PM,S,18.75,uLuF,0,0,1,0,25
30,1v2,PM,S,93.75,uLuF,0,0,1,0,21
1,1v2,aIFS,S,56.25,uLuF,0,0,0,0,30
2,1v2,aIFS,S,93.75,uLuF,0,0,0,0,30
3,1v2,aIFS,S,50,uLuF,0,0,0,0,24
4,1v2,aIFS,S,43.75,uLuF,0,0,0,0,24
5,1v2,aIFS,S,62.5,uLuF,0,0,0,0,28
6,1v2,aIFS,S,43.75,uLuF,0,0,0,0,23
7,1v2,aIFS,S,43.75,uLuF,0,0,0,0,22
8,1v2,aIFS,S,68.75,uLuF,0,0,0,0,24
9,1v2,aIFS,S,31.25,uLuF,0,0,0,0,23
10,1v2,aIFS,S,68.75,uLuF,0,0,0,0,33
11,1v2,aIFS,S,56.25,uLuF,0,0,0,0,21
12,1v2,aIFS,S,43.75,uLuF,0,0,0,0,28
13,1v2,aIFS,S,25,uLuF,0,0,0,1,25
14,1v2,aIFS,S,68.75,uLuF,0,0,0,1,30
15,1v2,aIFS,S,56.25,uLuF,0,0,0,1,22
16,1v2,aIFS,S,50,uLuF,0,0,0,1,33
17,1v2,aIFS,S,31.25,uLuF,0,0,0,1,28
18,1v2,aIFS,S,37.5,uLuF,0,0,1,0,34
19,1v2,aIFS,S,56.25,uLuF,0,0,1,0,29
20,1v2,aIFS,S,100,uLuF,0,0,1,0,24
21,1v2,aIFS,S,93.75,uLuF,0,0,1,0,29
22,1v2,aIFS,S,31.25,uLuF,0,0,1,0,25
23,1v2,aIFS,S,87.5,uLuF,0,0,1,0,35
24,1v2,aIFS,S,75,uLuF,0,0,1,0,32
25,1v2,aIFS,S,62.5,uLuF,0,0,1,0,23
26,1v2,aIFS,S,37.5,uLuF,0,0,1,0,31
27,1v2,aIFS,S,81.25,uLuF,0,0,1,0,31
28,1v2,aIFS,S,31.25,uLuF,0,0,1,0,29
29,1v2,aIFS,S,50,uLuF,0,0,1,0,25
30,1v2,aIFS,S,81.25,uLuF,0,0,1,0,21
1,1v2,pIFS,S,50,uLuF,0,0,0,0,30
2,1v2,pIFS,S,87.5,uLuF,0,0,0,0,30
3,1v2,pIFS,S,68.75,uLuF,0,0,0,0,24
4,1v2,pIFS,S,37.5,uLuF,0,0,0,0,24
5,1v2,pIFS,S,50,uLuF,0,0,0,0,28
6,1v2,pIFS,S,37.5,uLuF,0,0,0,0,23
7,1v2,pIFS,S,37.5,uLuF,0,0,0,0,22
8,1v2,pIFS,S,50,uLuF,0,0,0,0,24
9,1v2,pIFS,S,50,uLuF,0,0,0,0,23
10,1v2,pIFS,S,93.75,uLuF,0,0,0,0,33
11,1v2,pIFS,S,62.5,uLuF,0,0,0,0,21
12,1v2,pIFS,S,37.5,uLuF,0,0,0,0,28
13,1v2,pIFS,S,31.25,uLuF,0,0,0,1,25
14,1v2,pIFS,S,68.75,uLuF,0,0,0,1,30
15,1v2,pIFS,S,68.75,uLuF,0,0,0,1,22
16,1v2,pIFS,S,56.25,uLuF,0,0,0,1,33
17,1v2,pIFS,S,31.25,uLuF,0,0,0,1,28
18,1v2,pIFS,S,43.75,uLuF,0,0,1,0,34
19,1v2,pIFS,S,31.25,uLuF,0,0,1,0,29
20,1v2,pIFS,S,100,uLuF,0,0,1,0,24
21,1v2,pIFS,S,93.75,uLuF,0,0,1,0,29
22,1v2,pIFS,S,56.25,uLuF,0,0,1,0,25
23,1v2,pIFS,S,75,uLuF,0,0,1,0,35
24,1v2,pIFS,S,56.25,uLuF,0,0,1,0,32
25,1v2,pIFS,S,62.5,uLuF,0,0,1,0,23
26,1v2,pIFS,S,75,uLuF,0,0,1,0,31
27,1v2,pIFS,S,75,uLuF,0,0,1,0,31
28,1v2,pIFS,S,43.75,uLuF,0,0,1,0,29
29,1v2,pIFS,S,37.5,uLuF,0,0,1,0,25
30,1v2,pIFS,S,50,uLuF,0,0,1,0,21
1,1v3,IPS,S,37.5,uLuF,0,0,0,0,30
2,1v3,IPS,S,87.5,uLuF,0,0,0,0,30
3,1v3,IPS,S,25,uLuF,0,0,0,0,24
4,1v3,IPS,S,31.25,uLuF,0,0,0,0,24
5,1v3,IPS,S,31.25,uLuF,0,0,0,0,28
6,1v3,IPS,S,56.25,uLuF,0,0,0,0,23
7,1v3,IPS,S,31.25,uLuF,0,0,0,0,22
8,1v3,IPS,S,25,uLuF,0,0,0,0,24
9,1v3,IPS,S,50,uLuF,0,0,0,0,23
10,1v3,IPS,S,25,uLuF,0,0,0,0,33
11,1v3,IPS,S,56.25,uLuF,0,0,0,0,21
12,1v3,IPS,S,50,uLuF,0,0,0,0,28
13,1v3,IPS,S,81.25,uLuF,0,0,0,1,25
14,1v3,IPS,S,56.25,uLuF,0,0,0,1,30
15,1v3,IPS,S,37.5,uLuF,0,0,0,1,22
16,1v3,IPS,S,31.25,uLuF,0,0,0,1,33
17,1v3,IPS,S,50,uLuF,0,0,0,1,28
18,1v3,IPS,S,75,uLuF,0,0,1,0,34
19,1v3,IPS,S,75,uLuF,0,0,1,0,29
20,1v3,IPS,S,43.75,uLuF,0,0,1,0,24
21,1v3,IPS,S,50,uLuF,0,0,1,0,29
22,1v3,IPS,S,56.25,uLuF,0,0,1,0,25
23,1v3,IPS,S,68.75,uLuF,0,0,1,0,35
24,1v3,IPS,S,37.5,uLuF,0,0,1,0,32
25,1v3,IPS,S,81.25,uLuF,0,0,1,0,23
26,1v3,IPS,S,50,uLuF,0,0,1,0,31
27,1v3,IPS,S,18.75,uLuF,0,0,1,0,31
28,1v3,IPS,S,62.5,uLuF,0,0,1,0,29
29,1v3,IPS,S,37.5,uLuF,0,0,1,0,25
30,1v3,IPS,S,37.5,uLuF,0,0,1,0,21
1,1v3,AIFO,S,31.25,uLuF,0,0,0,0,30
2,1v3,AIFO,S,62.5,uLuF,0,0,0,0,30
3,1v3,AIFO,S,43.75,uLuF,0,0,0,0,24
4,1v3,AIFO,S,31.25,uLuF,0,0,0,0,24
5,1v3,AIFO,S,81.25,uLuF,0,0,0,0,28
6,1v3,AIFO,S,50,uLuF,0,0,0,0,23
7,1v3,AIFO,S,25,uLuF,0,0,0,0,22
8,1v3,AIFO,S,43.75,uLuF,0,0,0,0,24
9,1v3,AIFO,S,68.75,uLuF,0,0,0,0,23
10,1v3,AIFO,S,37.5,uLuF,0,0,0,0,33
11,1v3,AIFO,S,56.25,uLuF,0,0,0,0,21
12,1v3,AIFO,S,31.25,uLuF,0,0,0,0,28
13,1v3,AIFO,S,50,uLuF,0,0,0,1,25
14,1v3,AIFO,S,75,uLuF,0,0,0,1,30
15,1v3,AIFO,S,56.25,uLuF,0,0,0,1,22
16,1v3,AIFO,S,50,uLuF,0,0,0,1,33
17,1v3,AIFO,S,43.75,uLuF,0,0,0,1,28
18,1v3,AIFO,S,50,uLuF,0,0,1,0,34
19,1v3,AIFO,S,93.75,uLuF,0,0,1,0,29
20,1v3,AIFO,S,81.25,uLuF,0,0,1,0,24
21,1v3,AIFO,S,56.25,uLuF,0,0,1,0,29
22,1v3,AIFO,S,68.75,uLuF,0,0,1,0,25
23,1v3,AIFO,S,62.5,uLuF,0,0,1,0,35
24,1v3,AIFO,S,62.5,uLuF,0,0,1,0,32
25,1v3,AIFO,S,56.25,uLuF,0,0,1,0,23
26,1v3,AIFO,S,62.5,uLuF,0,0,1,0,31
27,1v3,AIFO,S,43.75,uLuF,0,0,1,0,31
28,1v3,AIFO,S,68.75,uLuF,0,0,1,0,29
29,1v3,AIFO,S,25,uLuF,0,0,1,0,25
30,1v3,AIFO,S,62.5,uLuF,0,0,1,0,21
1,1v3,IFJ,S,50,uLuF,0,0,0,0,30
2,1v3,IFJ,S,81.25,uLuF,0,0,0,0,30
3,1v3,IFJ,S,56.25,uLuF,0,0,0,0,24
4,1v3,IFJ,S,43.75,uLuF,0,0,0,0,24
5,1v3,IFJ,S,50,uLuF,0,0,0,0,28
6,1v3,IFJ,S,62.5,uLuF,0,0,0,0,23
7,1v3,IFJ,S,18.75,uLuF,0,0,0,0,22
8,1v3,IFJ,S,37.5,uLuF,0,0,0,0,24
9,1v3,IFJ,S,56.25,uLuF,0,0,0,0,23
10,1v3,IFJ,S,43.75,uLuF,0,0,0,0,33
11,1v3,IFJ,S,50,uLuF,0,0,0,0,21
12,1v3,IFJ,S,50,uLuF,0,0,0,0,28
13,1v3,IFJ,S,68.75,uLuF,0,0,0,1,25
14,1v3,IFJ,S,56.25,uLuF,0,0,0,1,30
15,1v3,IFJ,S,56.25,uLuF,0,0,0,1,22
16,1v3,IFJ,S,68.75,uLuF,0,0,0,1,33
17,1v3,IFJ,S,43.75,uLuF,0,0,0,1,28
18,1v3,IFJ,S,50,uLuF,0,0,1,0,34
19,1v3,IFJ,S,50,uLuF,0,0,1,0,29
20,1v3,IFJ,S,43.75,uLuF,0,0,1,0,24
21,1v3,IFJ,S,75,uLuF,0,0,1,0,29
22,1v3,IFJ,S,43.75,uLuF,0,0,1,0,25
23,1v3,IFJ,S,75,uLuF,0,0,1,0,35
24,1v3,IFJ,S,62.5,uLuF,0,0,1,0,32
25,1v3,IFJ,S,50,uLuF,0,0,1,0,23
26,1v3,IFJ,S,68.75,uLuF,0,0,1,0,31
27,1v3,IFJ,S,31.25,uLuF,0,0,1,0,31
28,1v3,IFJ,S,50,uLuF,0,0,1,0,29
29,1v3,IFJ,S,56.25,uLuF,0,0,1,0,25
30,1v3,IFJ,S,43.75,uLuF,0,0,1,0,21
1,1v3,ACC,S,50,uLuF,0,0,0,0,30
2,1v3,ACC,S,25,uLuF,0,0,0,0,30
3,1v3,ACC,S,12.5,uLuF,0,0,0,0,24
4,1v3,ACC,S,25,uLuF,0,0,0,0,24
5,1v3,ACC,S,50,uLuF,0,0,0,0,28
6,1v3,ACC,S,37.5,uLuF,0,0,0,0,23
7,1v3,ACC,S,50,uLuF,0,0,0,0,22
